"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"abz_hta_2018_pheno"	"abz_hta_2018"	"abz_hta_2024_pheno"	"abz_hta_2024"	"abz_hta_norm_pheno"	"abz_hta_norm_res"	"abz_hta_2018_res"	"abz_hta_2024_res"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-1_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-4_high_impact_SNV"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-1_SVs"	"tbb-1_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"ben-1_var"	"tbb-2_var"	"tbb-1_var"	"mec-7_var"	"tbb-4_var"	"ben-1_exp"	"tbb-1_exp"	"tbb-2_exp"	"tbb-4_exp"	"mec-7_exp"	"low_ben1_exp"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"QX1211"	"QX1211"	37.7502	-122.4331	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QX1212"	"QX1212"	37.7502	-122.4331	"Rotting_nut/pod/seed/fruit"	135.036149417192	TRUE	NA	FALSE	145.512822597062	TRUE	TRUE	NA	"frameshift_333"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_333 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	2.845311	7.865741	10.03008	-0.528165158783638	2.728625	TRUE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"QX1233"	"QX1233"	37.8804	-122.2838	"Compost"	121.18854243158	TRUE	NA	FALSE	131.66521561145	TRUE	TRUE	NA	NA	NA	NA	NA	NA	"Deletion"	"DEL00767472, DEL00767489"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Deletion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.951608	8.551639	10.25283	-0.174483785853246	3.677619	FALSE	"No variant"	"No variant"	"Deletion"	"No variant"	"No variant"
"QX1791"	"QX1791"	20.6344	-156.3935	"Rotting_wood"	-0.347807821918083	TRUE	NA	FALSE	10.1288653579518	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.626999	8.390859	10.18187	-0.330631045970824	3.379196	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QX1792"	"QX1792"	20.70554	-156.35475	"Rotting_nut/pod/seed/fruit"	-34.9266866746706	TRUE	NA	FALSE	-24.4500134948007	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.667783	7.904154	9.925756	-0.436197643334405	3.886474	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QX1793"	"QX1793"	20.70559	-156.35678	"Compost"	2.55012008219435	TRUE	NA	FALSE	13.0267932620642	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.78811	7.700914	10.11033	-0.717449282300491	2.828558	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QX1794"	"QX1794"	20.70559	-156.35678	"Compost"	-47.2995648144111	TRUE	NA	FALSE	-36.8228916345412	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.246795	7.590699	9.677486	-0.132084305358762	3.25172	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"RC301"	"RC301"	47.99	7.84	"Compost"	-55.3050728451066	TRUE	-25.738898697524	TRUE	-36.7500951339674	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.544562	8.006944	10.08648	-0.99999889001202	3.27222	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"TWN2530"	"TWN2530"	24.086944	121.175722	"Soil"	NA	FALSE	190.472096042386	TRUE	187.539204137212	TRUE	NA	TRUE	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"TWN2542"	"TWN2542"	24.086944	121.175722	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"WN2001"	"WN2001"	51.954422	6.303406	"Compost"	-56.5089074447673	TRUE	-58.6223569064692	TRUE	-53.7937415382703	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2002"	"WN2002"	51.975285	5.694834	"Compost"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"missense_Q131L"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_Q131L | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"WN2033"	"WN2033"	51.975	5.694	"Rotting_stem"	121.143074193548	TRUE	NA	FALSE	131.619747373418	TRUE	TRUE	NA	"frameshift_31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_31 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"WN2050"	"WN2050"	51.975	5.717	"Rotting_stem"	-52.1450628117972	TRUE	-51.5058105565034	TRUE	-48.0535460468023	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.022246	7.589796	9.770065	-0.258072937332491	2.582547	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2063"	"WN2063"	51.974975	5.651316	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2064"	"WN2064"	51.974703	5.68639	"Compost"	NA	FALSE	212.112664579021	TRUE	209.179772673847	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2066"	"WN2066"	51.975306	5.694904	"Arthropod"	NA	FALSE	8.84734293542819	TRUE	5.91445103025419	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2068"	"WN2068"	51.975306	5.694904	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2069"	"WN2069"	51.975196	5.718727	"Vegetal_litter/mix"	NA	FALSE	-33.6189150346941	TRUE	-36.5518069398681	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2082"	"WN2082"	51.975196	5.718727	"Rotting_stem"	NA	FALSE	-5.76067836851562	TRUE	-8.69357027368962	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2086"	"WN2086"	51.975196	5.718727	"Rotting_stem"	NA	FALSE	-24.1815497464971	TRUE	-27.1144416516711	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2107"	"WN2107"	51.975154	5.655148	"Rotting_wood"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"WN2117"	"WN2117"	51.984964	5.768319	"Compost"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1513"	"XZ1513"	22.14787	-159.63105	"Rotting_nut/pod/seed/fruit"	17.859071055012	TRUE	NA	FALSE	28.3357442348819	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.122589	7.960896	10.04504	-0.66007533204553	3.181757	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1514"	"XZ1514"	22.149	-159.668	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1515"	"XZ1515"	22.149	-159.668	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.765153	8.00187	9.921953	0.304003464083635	4.215734	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1516"	"XZ1516"	22.149	-159.668	"Rotting_nut/pod/seed/fruit"	-54.3790223480209	TRUE	-25.9554377324891	TRUE	-36.395339402907	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.437714	8.536538	9.976972	0.330106955551981	3.504817	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1672"	"XZ1672"	47.687741	-122.300513	"Rotting_nut/pod/seed/fruit"	NA	FALSE	52.1652289843888	TRUE	49.2323370792148	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1734"	"XZ1734"	-23.5	-46.7	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"stop_gained_E3*"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"stop_gained_E3* | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Start/stop altering"	"No variant"	"No variant"
"XZ1735"	"XZ1735"	-22.9	-46.7	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-12.8353675120233	TRUE	-15.7682594171973	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ1756"	"XZ1756"	47.623232	-122.307318	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ2018"	"XZ2018"	NA	NA	NA	NA	FALSE	-34.6384272458692	TRUE	-37.5713191510432	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ2019"	"XZ2019"	47.636483	-122.305887	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ2020"	"XZ2020"	46.3	-120	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"XZ2211"	"XZ2211"	22.1062554	-159.6718225	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2861"	"ECA2861"	20.0403085	-155.4424281	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2862"	"ECA2862"	20.0398375	-155.4414636	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Deletion"	"DEL00767510"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Deletion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Deletion"	"No variant"	"No variant"
"ECA2872"	"ECA2872"	20.0398784	-155.4415633	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2882"	"ECA2882"	19.442681	-155.3016294	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2885"	"ECA2885"	20.0399357	-155.4409035	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2888"	"ECA2888"	20.0399357	-155.4409035	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Deletion"	"DEL00767510"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Deletion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Deletion"	"No variant"	"No variant"
"ECA2897"	"ECA2897"	19.4422725	-155.3016723	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2929"	"ECA2929"	22.1326107	-159.6516852	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2941"	"ECA2941"	22.133915	-159.6504496	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2942"	"ECA2942"	22.1329535	-159.6459715	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2944"	"ECA2944"	22.1313576	-159.6459345	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2945"	"ECA2945"	22.1330097	-159.6515086	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2946"	"ECA2946"	22.1330097	-159.6515086	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2947"	"ECA2947"	22.1324357	-159.646279	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2948"	"ECA2948"	22.1332247	-159.6458109	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2949"	"ECA2949"	22.1321096	-159.6462247	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2950"	"ECA2950"	22.1321096	-159.6462247	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2951"	"ECA2951"	22.1329535	-159.6459715	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2952"	"ECA2952"	22.1324265	-159.651638	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2956"	"ECA2956"	22.1332207	-159.6512826	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2960"	"ECA2960"	22.1337201	-159.6507235	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2963"	"ECA2963"	22.1342581	-159.649639	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2968"	"ECA2968"	22.1313576	-159.6459345	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2970"	"ECA2970"	22.1346145	-159.6494417	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2974"	"ECA2974"	22.1342581	-159.649639	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2982"	"ECA2982"	22.132495	-159.6516514	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2988"	"ECA2988"	22.1324614	-159.6516555	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA3005"	"ECA3005"	22.1312732	-159.6459512	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
